member_id,first_name,last_name,neighborhood,grade,book_id,checkout_date,genre,pages,publication_year,publisher,Member ID,Book ID,Checkout Date
1010.0,Nour,Nabil,Maadi ,6.0,513.0,2025-08-27,Science,294.0,2021.0,Oasis Books,,,
1059.0,Lina,Halim,Heliopolis,7.0,513.0,2024-11-02,Science,294.0,2021.0,Oasis Books,,,
1030.0,Reem,Osman,Nasr City,,506.0,2024-05-14,Friendship,183.0,,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,501.0,2025-05-22,Adventure,128.0,2017.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,507.0,2025-03-15,Science,160.0,2024.0,Nile Press,,,
1075.0,Malak,Fahmy,Shubra,7.0,501.0,2024-01-17,Adventure,128.0,2017.0,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,516.0,2024-09-21,Nature,241.0,2010.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,513.0,2025-02-13,Science,294.0,2021.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,507.0,2025-01-27,Science,160.0,2024.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,507.0,2024-01-05,Science,160.0,2024.0,Nile Press,,,
1061.0,Ziad,Fahmy,zamalek,9.0,529.0,2025-03-12,Mystery,298.0,,Cairo Young Readers,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,507.0,2025-08-05,Science,160.0,2024.0,Nile Press,,,
1016.0,Dina,Rashad,Maadi,8.0,507.0,2025-02-18,Science,160.0,2024.0,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,524.0,2024-10-03,Historical,114.0,2016.0,Cairo Young Readers,,,
1022.0,Youssef,Fouad,Maadi,7.0,513.0,2024-02-22,Science,294.0,2021.0,Oasis Books,,,
1034.0,Aya,Wahba,Nasr City,9.0,502.0,2025-12-16,Adventure,109.0,2018.0,Delta House,,,
1067.0,Aya,Ibrahim,Zamalek,7.0,511.0,2024-02-04,Historical,117.0,2016.0,Nile Press,,,
1077.0,Lina,Rashad,Shubra,6.0,516.0,2024-07-26,Nature,241.0,2010.0,Nile Press,,,
1072.0,Seif,Zaki,Zamalek,9.0,507.0,2024-08-09,Science,160.0,2024.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,502.0,2024-03-09,Adventure,109.0,2018.0,Delta House,,,
1065.0,Adam,Fahmy,Zamalek,6.0,519.0,2025-10-09,Friendship,157.0,2014.0,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,501.0,2024-10-18,Adventure,128.0,2017.0,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,509.0,2025-09-02,Mystery,221.0,2011.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,518.0,2025-02-26,Adventure,163.0,2011.0,Delta House,,,
1068.0,Layla,Hegazy,Zamalek,8.0,507.0,2024-12-13,Science,160.0,2024.0,Nile Press,,,
1050.0,Fares,Adel,Heliopolis,6.0,501.0,2024-05-07,Adventure,128.0,2017.0,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,513.0,2025-07-22,Science,294.0,2021.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,507.0,2025-03-22,Science,160.0,2024.0,Nile Press,,,
1054.0,Retaj,Fahmy,Heliopolis,6.0,522.0,2024-09-06,Mystery,104.0,2016.0,Cairo Young Readers,,,
1074.0,Mostafa,Saleh,Zamalek,8.0,525.0,2024-12-28,Adventure,297.0,2015.0,Oasis Books,,,
1022.0,Youssef,Fouad,Maadi,7.0,506.0,2025-04-28,Friendship,183.0,,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,502.0,2025-06-12,Adventure,109.0,2018.0,Delta House,,,
1030.0,Reem,Osman,Nasr City,,513.0,2025-11-25,Science,294.0,2021.0,Oasis Books,,,
1077.0,Lina,Rashad,Shubra,6.0,513.0,2025-07-09,Science,294.0,2021.0,Oasis Books,,,
1065.0,Adam,Fahmy,Zamalek,6.0,501.0,2025-04-14,Adventure,128.0,2017.0,Nile Press,,,
1058.0,Lina,Mansour,Heliopolis,8.0,525.0,2024-09-24,Adventure,297.0,2015.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,520.0,2025-08-11,Science Fiction,136.0,2009.0,Oasis Books,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,513.0,2024-02-22,Science,294.0,2021.0,Oasis Books,,,
1061.0,Ziad,Fahmy,zamalek,9.0,509.0,2025-12-23,Mystery,221.0,2011.0,Nile Press,,,
1072.0,Seif,Zaki,Zamalek,9.0,501.0,2024-07-16,Adventure,128.0,2017.0,Nile Press,,,
1075.0,Malak,Fahmy,Shubra,7.0,529.0,2024-10-04,Mystery,298.0,,Cairo Young Readers,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,503.0,2025-09-04,Historical,259.0,,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,519.0,2025-09-26,Friendship,157.0,2014.0,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,519.0,2024-08-06,Friendship,157.0,2014.0,Nile Press,,,
1053.0,Adam,Shafik,Heliopolis,9.0,519.0,2024-06-01,Friendship,157.0,2014.0,Nile Press,,,
1035.0,Karim,Fahmy,Nasr City,9.0,511.0,2025-02-26,Historical,117.0,2016.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,507.0,2025-09-02,Science,160.0,2024.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,507.0,2024-03-08,Science,160.0,2024.0,Nile Press,,,
1054.0,Retaj,Fahmy,Heliopolis,6.0,524.0,2024-02-25,Historical,114.0,2016.0,Cairo Young Readers,,,
1061.0,Ziad,Fahmy,zamalek,9.0,528.0,2024-04-18,Nature,114.0,2010.0,Delta House,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,501.0,2025-03-05,Adventure,128.0,2017.0,Nile Press,,,
1015.0,Hamza,Sabry,Maadi,7.0,525.0,2025-08-08,Adventure,297.0,2015.0,Oasis Books,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,532.0,2025-03-28,Friendship,337.0,2017.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,514.0,2025-09-08,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1072.0,Seif,Zaki,Zamalek,9.0,501.0,2025-06-10,Adventure,128.0,2017.0,Nile Press,,,
1032.0,Nada,Zaki,Nasr City,7.0,519.0,2024-01-15,Friendship,157.0,2014.0,Nile Press,,,
1028.0,Hassan,Adel,Nasr City,9.0,525.0,2025-07-12,Adventure,297.0,2015.0,Oasis Books,,,
1050.0,Fares,Adel,Heliopolis,6.0,525.0,2025-07-25,Adventure,297.0,2015.0,Oasis Books,,,
1030.0,Reem,Osman,Nasr City,,501.0,2025-11-26,Adventure,128.0,2017.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,525.0,2025-10-27,Adventure,297.0,2015.0,Oasis Books,,,
1034.0,Aya,Wahba,Nasr City,9.0,516.0,2025-03-02,Nature,241.0,2010.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,514.0,2024-07-28,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,518.0,2025-07-03,Adventure,163.0,2011.0,Delta House,,,
1016.0,Dina,Rashad,Maadi,8.0,518.0,2025-06-28,Adventure,163.0,2011.0,Delta House,,,
1062.0,Tarek,Adel,Zamalek,7.0,522.0,2024-07-03,Mystery,104.0,2016.0,Cairo Young Readers,,,
1018.0,Ahmed,Shafik,Maadi,9.0,501.0,2024-09-05,Adventure,128.0,2017.0,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,517.0,2024-11-19,Mystery,338.0,2015.0,Delta House,,,
1034.0,Aya,Wahba,Nasr City,9.0,529.0,2024-10-22,Mystery,298.0,,Cairo Young Readers,,,
1007.0,Sherif,Fouad,Maadi,6.0,513.0,2025-03-05,Science,294.0,2021.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,501.0,2024-03-20,Adventure,128.0,2017.0,Nile Press,,,
1065.0,Adam,Fahmy,Zamalek,6.0,507.0,2025-06-18,Science,160.0,2024.0,Nile Press,,,
1020.0,Rana,Fouad,Maadi,6.0,511.0,2025-12-03,Historical,117.0,2016.0,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,507.0,2025-06-26,Science,160.0,2024.0,Nile Press,,,
1068.0,Layla,Hegazy,Zamalek,8.0,511.0,2024-11-24,Historical,117.0,2016.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,505.0,2024-06-14,Historical,216.0,2024.0,Oasis Books,,,
1050.0,Fares,Adel,Heliopolis,6.0,519.0,2024-08-07,Friendship,157.0,2014.0,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,505.0,2024-08-05,Historical,216.0,2024.0,Oasis Books,,,
1002.0,Fares,Saleh,Maadi,9.0,501.0,2024-02-16,Adventure,128.0,2017.0,Nile Press,,,
1016.0,Dina,Rashad,Maadi,8.0,505.0,2025-04-28,Historical,216.0,2024.0,Oasis Books,,,
1061.0,Ziad,Fahmy,zamalek,9.0,513.0,2025-12-12,Science,294.0,2021.0,Oasis Books,,,
1079.0,Rana,Osman,Shubra,8.0,507.0,2024-12-23,Science,160.0,2024.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,502.0,2024-10-05,Adventure,109.0,2018.0,Delta House,,,
1065.0,Adam,Fahmy,Zamalek,6.0,532.0,2024-04-26,Friendship,337.0,2017.0,Oasis Books,,,
1072.0,Seif,Zaki,Zamalek,9.0,513.0,2025-04-11,Science,294.0,2021.0,Oasis Books,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,518.0,2025-08-21,Adventure,163.0,2011.0,Delta House,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,513.0,2025-03-04,Science,294.0,2021.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,530.0,2024-12-05,Adventure,208.0,2012.0,Oasis Books,,,
1030.0,Reem,Osman,Nasr City,,501.0,2024-12-11,Adventure,128.0,2017.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,509.0,2024-01-02,Mystery,221.0,2011.0,Nile Press,,,
1059.0,Lina,Halim,Heliopolis,7.0,507.0,2025-02-01,Science,160.0,2024.0,Nile Press,,,
1059.0,Lina,Halim,Heliopolis,7.0,501.0,2025-10-23,Adventure,128.0,2017.0,Nile Press,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,501.0,2025-11-16,Adventure,128.0,2017.0,Nile Press,,,
1009.0,Hassan,Saleh,Maadi,6.0,513.0,2025-07-22,Science,294.0,2021.0,Oasis Books,,,
1075.0,Malak,Fahmy,Shubra,7.0,519.0,2025-07-17,Friendship,157.0,2014.0,Nile Press,,,
1032.0,Nada,Zaki,Nasr City,7.0,503.0,2025-02-13,Historical,259.0,,Nile Press,,,
1028.0,Hassan,Adel,Nasr City,9.0,512.0,2025-10-05,Adventure,238.0,2022.0,Delta House,,,
1039.0,Nada,Riad,Nasr City,7.0,501.0,2025-06-17,Adventure,128.0,2017.0,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,513.0,2025-09-13,Science,294.0,2021.0,Oasis Books,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,517.0,2024-12-08,Mystery,338.0,2015.0,Delta House,,,
1003.0,Bassel,Hegazy,Maadi,6.0,501.0,2025-11-14,Adventure,128.0,2017.0,Nile Press,,,
1065.0,Adam,Fahmy,Zamalek,6.0,513.0,2025-03-09,Science,294.0,2021.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,510.0,2024-12-07,Mystery,134.0,2013.0,Cairo Young Readers,,,
1062.0,Tarek,Adel,Zamalek,7.0,519.0,2024-11-10,Friendship,157.0,2014.0,Nile Press,,,
1065.0,Adam,Fahmy,Zamalek,6.0,501.0,2024-12-15,Adventure,128.0,2017.0,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,501.0,2024-06-19,Adventure,128.0,2017.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,525.0,2025-02-12,Adventure,297.0,2015.0,Oasis Books,,,
1059.0,Lina,Halim,Heliopolis,7.0,512.0,2024-12-08,Adventure,238.0,2022.0,Delta House,,,
1060.0,Layla,Wahba,Heliopolis,7.0,509.0,2024-12-08,Mystery,221.0,2011.0,Nile Press,,,
1077.0,Lina,Rashad,Shubra,6.0,501.0,2024-03-04,Adventure,128.0,2017.0,Nile Press,,,
1080.0,Bassel,Wahba,Shubra,9.0,501.0,2025-06-22,Adventure,128.0,2017.0,Nile Press,,,
1075.0,Malak,Fahmy,Shubra,7.0,507.0,2025-02-03,Science,160.0,2024.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,507.0,2025-02-22,Science,160.0,2024.0,Nile Press,,,
1072.0,Seif,Zaki,Zamalek,9.0,519.0,2024-01-11,Friendship,157.0,2014.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,519.0,2024-12-13,Friendship,157.0,2014.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,509.0,2025-02-23,Mystery,221.0,2011.0,Nile Press,,,
1062.0,Tarek,Adel,Zamalek,7.0,501.0,2024-12-18,Adventure,128.0,2017.0,Nile Press,,,
